13971015|2019-08-04 07:20:42.493|2019-08-04 07:20:42.493|0|FairmontChateauWhistler|1001|NULL
13970997|2019-08-04 07:20:42.460|2019-08-04 07:20:42.460|0|FairmontChateauWhistler|1015|NULL
13971000|2019-08-04 07:20:42.460|2019-08-04 07:20:42.460|0|FairmontChateauWhistler|1019|NULL
13971001|2019-08-04 07:20:42.460|2019-08-04 07:20:42.460|0|FairmontChateauWhistler|1022|NULL
13971002|2019-08-04 07:20:42.460|2019-08-04 07:20:42.460|0|FairmontChateauWhistler|1026|NULL
13971018|2019-08-04 07:20:42.493|2019-08-04 07:20:42.493|0|FairmontChateauWhistler|1033|NULL
13971005|2019-08-04 07:20:42.460|2019-08-04 07:20:42.460|0|FairmontChateauWhistler|1037|NULL
13971008|2019-08-04 07:20:42.477|2019-08-04 07:20:42.477|0|FairmontChateauWhistler|1046|NULL
13971016|2019-08-04 07:20:42.493|2019-08-04 07:20:42.493|0|FairmontChateauWhistler|1050|NULL
13971006|2019-08-04 07:20:42.477|2019-08-04 07:20:42.477|0|FairmontChateauWhistler|1053|NULL
13971009|2019-08-04 07:20:42.477|2019-08-04 07:20:42.477|0|FairmontChateauWhistler|1058|NULL
13971011|2019-08-04 07:20:42.477|2019-08-04 07:20:42.477|0|FairmontChateauWhistler|1068|NULL
13971019|2019-08-04 07:20:42.493|2019-08-04 07:20:42.493|0|FairmontChateauWhistler|1076|NULL
13971021|2019-08-04 07:20:42.493|2019-08-04 07:20:42.493|0|FairmontChateauWhistler|1080|NULL
13971003|2019-08-04 07:20:42.460|2019-08-04 07:20:42.460|0|FairmontChateauWhistler|1096|NULL
13971013|2019-08-04 07:20:42.477|2019-08-04 07:20:42.477|0|FairmontChateauWhistler|1097|NULL
13970996|2019-08-04 07:20:42.460|2019-08-04 07:20:42.460|0|FairmontChateauWhistler|1106|NULL
13971012|2019-08-04 07:20:42.477|2019-08-04 07:20:42.477|0|FairmontChateauWhistler|1146|NULL
13971007|2019-08-04 07:20:42.477|2019-08-04 07:20:42.477|0|FairmontChateauWhistler|1149|NULL
13970999|2019-08-04 07:20:42.460|2019-08-04 07:20:42.460|0|FairmontChateauWhistler|1194|NULL
13971010|2019-08-04 07:20:42.477|2019-08-04 07:20:42.477|0|FairmontChateauWhistler|1201|NULL
13971004|2019-08-04 07:20:42.460|2019-08-04 07:20:42.460|0|FairmontChateauWhistler|1208|NULL
13971020|2019-08-04 07:20:42.493|2019-08-04 07:20:42.493|0|FairmontChateauWhistler|1218|NULL
13970998|2019-08-04 07:20:42.460|2019-08-04 07:20:42.460|0|FairmontChateauWhistler|1226|NULL
13971017|2019-08-04 07:20:42.493|2019-08-04 07:20:42.493|0|FairmontChateauWhistler|1254|NULL
13970995|2019-08-04 07:20:42.447|2019-08-04 07:20:42.447|0|FairmontChateauWhistler|1282|NULL
13971014|2019-08-04 07:20:42.477|2019-08-04 07:20:42.477|0|FairmontChateauWhistler|1309|NULL
13971022|2019-08-04 07:20:42.493|2019-08-04 07:20:42.493|0|FairmontChateauWhistler|1769|4
13971023|2019-08-04 07:20:42.493|2019-08-04 07:20:42.493|0|FairmontChateauWhistler|1770|4
13971024|2019-08-04 07:20:42.510|2019-08-04 07:20:42.510|0|FairmontChateauWhistler|1771|4
13971029|2019-08-04 07:20:42.510|2019-08-04 07:20:42.510|0|FairmontChateauWhistler|1780|4
13971030|2019-08-04 07:20:42.510|2019-08-04 07:20:42.510|0|FairmontChateauWhistler|1785|1
13971031|2019-08-04 07:20:42.510|2019-08-04 07:20:42.510|0|FairmontChateauWhistler|1789|4
13971032|2019-08-04 07:20:42.510|2019-08-04 07:20:42.510|0|FairmontChateauWhistler|1790|4
13971054|2019-08-04 07:20:42.540|2019-08-04 07:20:42.540|0|FairmontChateauWhistler|1791|1
13971035|2019-08-04 07:20:42.510|2019-08-04 07:20:42.510|0|FairmontChateauWhistler|1793|1
13971037|2019-08-04 07:20:42.523|2019-08-04 07:20:42.523|0|FairmontChateauWhistler|1797|1
13971041|2019-08-04 07:20:42.523|2019-08-04 07:20:42.523|0|FairmontChateauWhistler|1801|4
13971043|2019-08-04 07:20:42.523|2019-08-04 07:20:42.523|0|FairmontChateauWhistler|1803|4
13971044|2019-08-04 07:20:42.523|2019-08-04 07:20:42.523|0|FairmontChateauWhistler|1804|4
13971046|2019-08-04 07:20:42.523|2019-08-04 07:20:42.523|0|FairmontChateauWhistler|1807|4
13971047|2019-08-04 07:20:42.523|2019-08-04 07:20:42.523|0|FairmontChateauWhistler|1808|1
13971050|2019-08-04 07:20:42.540|2019-08-04 07:20:42.540|0|FairmontChateauWhistler|1815|1
13971051|2019-08-04 07:20:42.540|2019-08-04 07:20:42.540|0|FairmontChateauWhistler|1818|1
13971052|2019-08-04 07:20:42.540|2019-08-04 07:20:42.540|0|FairmontChateauWhistler|1819|4
13971057|2019-08-04 07:20:42.540|2019-08-04 07:20:42.540|0|FairmontChateauWhistler|1826|1
13971027|2019-08-04 07:20:42.510|2019-08-04 07:20:42.510|0|FairmontChateauWhistler|1828|1
13971025|2019-08-04 07:20:42.510|2019-08-04 07:20:42.510|0|FairmontChateauWhistler|1829|4
13971033|2019-08-04 07:20:42.510|2019-08-04 07:20:42.510|0|FairmontChateauWhistler|1832|1
13971038|2019-08-04 07:20:42.523|2019-08-04 07:20:42.523|0|FairmontChateauWhistler|1834|4
13971039|2019-08-04 07:20:42.523|2019-08-04 07:20:42.523|0|FairmontChateauWhistler|1835|1
13971042|2019-08-04 07:20:42.523|2019-08-04 07:20:42.523|0|FairmontChateauWhistler|1837|4
13971045|2019-08-04 07:20:42.523|2019-08-04 07:20:42.523|0|FairmontChateauWhistler|1840|4
13971053|2019-08-04 07:20:42.540|2019-08-04 07:20:42.540|0|FairmontChateauWhistler|1841|4
13971049|2019-08-04 07:20:42.540|2019-08-04 07:20:42.540|0|FairmontChateauWhistler|1846|4
13971034|2019-08-04 07:20:42.510|2019-08-04 07:20:42.510|0|FairmontChateauWhistler|1848|1
13971040|2019-08-04 07:20:42.523|2019-08-04 07:20:42.523|0|FairmontChateauWhistler|1849|1
13971026|2019-08-04 07:20:42.510|2019-08-04 07:20:42.510|0|FairmontChateauWhistler|1851|4
13971056|2019-08-04 07:20:42.540|2019-08-04 07:20:42.540|0|FairmontChateauWhistler|1873|1
13971048|2019-08-04 07:20:42.540|2019-08-04 07:20:42.540|0|FairmontChateauWhistler|1882|1
13971028|2019-08-04 07:20:42.510|2019-08-04 07:20:42.510|0|FairmontChateauWhistler|1884|1
13971055|2019-08-04 07:20:42.540|2019-08-04 07:20:42.540|0|FairmontChateauWhistler|1887|1
13971036|2019-08-04 07:20:42.510|2019-08-04 07:20:42.510|0|FairmontChateauWhistler|1894|1
13971573|2019-08-04 07:20:57.383|2019-08-04 07:20:57.383|0|FairmontChicagoMillenniumPark|1001|NULL
13971560|2019-08-04 07:20:57.370|2019-08-04 07:20:57.370|0|FairmontChicagoMillenniumPark|1019|NULL
13971561|2019-08-04 07:20:57.370|2019-08-04 07:20:57.370|0|FairmontChicagoMillenniumPark|1022|NULL
13971562|2019-08-04 07:20:57.370|2019-08-04 07:20:57.370|0|FairmontChicagoMillenniumPark|1026|NULL
13971576|2019-08-04 07:20:57.383|2019-08-04 07:20:57.383|0|FairmontChicagoMillenniumPark|1033|NULL
13971565|2019-08-04 07:20:57.370|2019-08-04 07:20:57.370|0|FairmontChicagoMillenniumPark|1036|NULL
13971564|2019-08-04 07:20:57.370|2019-08-04 07:20:57.370|0|FairmontChicagoMillenniumPark|1037|NULL
13971574|2019-08-04 07:20:57.383|2019-08-04 07:20:57.383|0|FairmontChicagoMillenniumPark|1050|NULL
13971566|2019-08-04 07:20:57.370|2019-08-04 07:20:57.370|0|FairmontChicagoMillenniumPark|1053|NULL
13971567|2019-08-04 07:20:57.383|2019-08-04 07:20:57.383|0|FairmontChicagoMillenniumPark|1058|NULL
13971569|2019-08-04 07:20:57.383|2019-08-04 07:20:57.383|0|FairmontChicagoMillenniumPark|1068|NULL
13971577|2019-08-04 07:20:57.383|2019-08-04 07:20:57.383|0|FairmontChicagoMillenniumPark|1076|NULL
13971579|2019-08-04 07:20:57.383|2019-08-04 07:20:57.383|0|FairmontChicagoMillenniumPark|1080|NULL
13971563|2019-08-04 07:20:57.370|2019-08-04 07:20:57.370|0|FairmontChicagoMillenniumPark|1096|NULL
13971571|2019-08-04 07:20:57.383|2019-08-04 07:20:57.383|0|FairmontChicagoMillenniumPark|1097|NULL
13971556|2019-08-04 07:20:57.370|2019-08-04 07:20:57.370|0|FairmontChicagoMillenniumPark|1106|NULL
13971570|2019-08-04 07:20:57.383|2019-08-04 07:20:57.383|0|FairmontChicagoMillenniumPark|1146|NULL
13971559|2019-08-04 07:20:57.370|2019-08-04 07:20:57.370|0|FairmontChicagoMillenniumPark|1194|NULL
13971568|2019-08-04 07:20:57.383|2019-08-04 07:20:57.383|0|FairmontChicagoMillenniumPark|1201|NULL
13971578|2019-08-04 07:20:57.383|2019-08-04 07:20:57.383|0|FairmontChicagoMillenniumPark|1218|NULL
13971558|2019-08-04 07:20:57.370|2019-08-04 07:20:57.370|0|FairmontChicagoMillenniumPark|1226|NULL
13971557|2019-08-04 07:20:57.370|2019-08-04 07:20:57.370|0|FairmontChicagoMillenniumPark|1228|NULL
13971575|2019-08-04 07:20:57.383|2019-08-04 07:20:57.383|0|FairmontChicagoMillenniumPark|1254|NULL
13971555|2019-08-04 07:20:57.370|2019-08-04 07:20:57.370|0|FairmontChicagoMillenniumPark|1282|NULL
13971572|2019-08-04 07:20:57.383|2019-08-04 07:20:57.383|0|FairmontChicagoMillenniumPark|1309|NULL
13971580|2019-08-04 07:20:57.400|2019-08-04 07:20:57.400|0|FairmontChicagoMillenniumPark|1769|4
13971581|2019-08-04 07:20:57.400|2019-08-04 07:20:57.400|0|FairmontChicagoMillenniumPark|1770|1
13971582|2019-08-04 07:20:57.400|2019-08-04 07:20:57.400|0|FairmontChicagoMillenniumPark|1771|4
13971583|2019-08-04 07:20:57.400|2019-08-04 07:20:57.400|0|FairmontChicagoMillenniumPark|1773|4
13971588|2019-08-04 07:20:57.400|2019-08-04 07:20:57.400|0|FairmontChicagoMillenniumPark|1780|4
13971589|2019-08-04 07:20:57.400|2019-08-04 07:20:57.400|0|FairmontChicagoMillenniumPark|1785|4
13971590|2019-08-04 07:20:57.400|2019-08-04 07:20:57.400|0|FairmontChicagoMillenniumPark|1789|4
13971591|2019-08-04 07:20:57.400|2019-08-04 07:20:57.400|0|FairmontChicagoMillenniumPark|1792|4
13971592|2019-08-04 07:20:57.400|2019-08-04 07:20:57.400|0|FairmontChicagoMillenniumPark|1793|4
13971595|2019-08-04 07:20:57.417|2019-08-04 07:20:57.417|0|FairmontChicagoMillenniumPark|1801|4
13971597|2019-08-04 07:20:57.417|2019-08-04 07:20:57.417|0|FairmontChicagoMillenniumPark|1807|4
13971598|2019-08-04 07:20:57.417|2019-08-04 07:20:57.417|0|FairmontChicagoMillenniumPark|1818|1
13971586|2019-08-04 07:20:57.400|2019-08-04 07:20:57.400|0|FairmontChicagoMillenniumPark|1828|4
13971584|2019-08-04 07:20:57.400|2019-08-04 07:20:57.400|0|FairmontChicagoMillenniumPark|1829|4
13971594|2019-08-04 07:20:57.417|2019-08-04 07:20:57.417|0|FairmontChicagoMillenniumPark|1835|4
13971596|2019-08-04 07:20:57.417|2019-08-04 07:20:57.417|0|FairmontChicagoMillenniumPark|1840|4
