1252,33:38.7,33:38.7,0,1,252,Hot breakfast
1253,33:38.7,33:38.7,0,1,253,Private pool
1254,33:38.7,33:38.7,0,1,254,Connecting rooms
1255,33:38.7,33:38.7,0,1,255,Data port
1256,33:38.7,33:38.7,0,1,256,Exterior corridors
1257,33:38.7,33:38.7,0,1,257,Gulf view
1258,33:38.7,33:38.7,0,1,258,Accessible rooms
1259,33:38.7,33:38.7,0,1,259,High speed internet access
1260,33:38.7,33:38.7,0,1,260,Interior corridors
1261,33:38.7,33:38.7,0,1,261,High speed wireless
1262,33:38.7,33:38.7,0,1,262,Kitchenette
1263,33:38.7,33:38.7,0,1,263,Private bath or shower
1264,33:38.7,33:38.7,0,1,264,Fire safety compliant
1265,33:38.7,33:38.7,0,1,265,Welcome drink
1266,33:38.7,33:38.7,0,1,266,Boarding pass print-out available
1267,33:38.7,33:38.7,0,1,267,Printing services available
1268,33:38.7,33:38.7,0,1,268,All public areas non-smoking
1269,33:38.7,33:38.7,0,1,269,Meeting rooms
1270,33:38.7,33:38.7,0,1,270,Movies in room
1271,33:38.7,33:38.7,0,1,271,Secretarial service
1272,33:38.7,33:38.7,0,1,272,Snow skiing
1273,33:38.7,33:38.7,0,1,273,Water skiing
1274,33:38.7,33:38.7,0,1,274,Fax service
1275,33:38.7,33:38.7,0,1,275,Great room
1276,33:38.7,33:38.7,0,1,276,Lobby
1277,33:38.7,33:38.7,0,1,277,Multiple phone lines billed separately
1278,33:38.7,33:38.7,0,1,278,Umbrellas
1279,33:38.7,33:38.7,0,1,279,Gas station
1280,33:38.7,33:38.7,0,1,280,Grocery store
1281,33:38.7,33:38.7,0,1,281,24-hour coffee shop
1282,33:38.7,33:38.7,0,1,282,Airport shuttle service
1283,33:38.7,33:38.7,0,1,283,Luggage service
1284,33:38.7,33:38.7,0,1,284,Piano Bar
1285,33:38.7,33:38.7,0,1,285,VIP security
1286,33:38.7,33:38.7,0,1,286,Complimentary wireless internet
1287,33:38.7,33:38.7,0,1,287,Concierge breakfast
1288,33:38.7,33:38.7,0,1,288,Same gender floor
1289,33:38.7,33:38.7,0,1,289,Children programs
1290,33:38.7,33:38.7,0,1,290,"Building meets local, state and country building codes"
1291,33:38.7,33:38.7,0,1,291,Internet browser On TV
1292,33:38.7,33:38.7,0,1,292,Newspaper
1293,33:38.8,33:38.8,0,1,293,Parking - controlled access gates to enter parking area
1294,33:38.8,33:38.8,0,1,294,Hotel safe deposit box (not room safe box)
1295,33:38.8,33:38.8,0,1,295,Storage space available - fee
1296,33:38.8,33:38.8,0,1,296,Type of entrances to guest rooms
1297,33:38.8,33:38.8,0,1,297,Beverage/cocktail
1298,33:38.8,33:38.8,0,1,298,Cell phone rental
1299,33:38.8,33:38.8,0,1,299,Coffee/tea
1300,33:38.8,33:38.8,0,1,300,Early check in guarantee
1301,33:38.8,33:38.8,0,1,301,Food and beverage discount
1302,33:38.8,33:38.8,0,1,302,Late check out guarantee
1303,33:38.8,33:38.8,0,1,303,Room upgrade confirmed
1304,33:38.8,33:38.8,0,1,304,Room upgrade on availability
1305,33:38.8,33:38.8,0,1,305,Shuttle to local businesses
1306,33:38.8,33:38.8,0,1,306,Shuttle to local attractions
1307,33:38.8,33:38.8,0,1,307,Social hour
